callsign,airp,a_d,airl,ac_model,tail,time_sch,time_atm
VLG34DP,LIPZ,D,VLG,A321,EC-MPV,07:00:00,07:01:49
VLG142E,LEBB,D,VLG,A320,EC-LRY,07:00:00,07:04:36
VLG7010,LEMD,D,VLG,A320,EC-KDX,07:00:00,07:07:51
VLG43CD,LEIB,D,VLG,A20N,EC-NAF,07:00:00,07:13:32
VLG181J,EDDM,D,VLG,A320,EC-MBY,07:00:00,07:19:06
VLG108G,LFPO,D,VLG,A320,EC-MKM,07:00:00,07:37:04
VLG99ZY,LEPA,D,VLG,A321,EC-MLM,07:05:00,07:11:36
VLG21HV,LEMG,D,VLG,A321,EC-MOO,07:10:00,07:13:14
VLG8538,ENGM,D,VLG,A20N,EC-NCT,07:10:00,07:13:58
BAW477,EGLL,D,BAW,A320,G-EUUL,07:10:00,07:14:12
VLG83KQ,EHAM,D,VLG,A320,EC-MVO,07:10:00,07:22:44
VLG6246,LSZH,D,VLG,A320,EC-MFL,07:10:00,07:31:47
EJU53TU,EGKK,D,EZY,A320,OE-IZL,07:10:00,07:31:56
ETD49,OMAA,A,ETD,B789,A6-BLX,07:20:00,07:22:18
IBE0721,LEMD,D,IBE,A320,EC-IZH,07:20:00,07:25:56
VLG37JJ,LEMH,D,VLG,A20N,EC-NBA,07:20:00,07:28:00
VLG84CS,LPPT,D,VLG,A321,EC-MQL,07:20:00,07:28:14
VLG244K,LFMN,D,VLG,A320,EC-LVT,07:20:00,07:31:11
VLG98ZP,LGAV,D,VLG,A321,EC-MHS,07:20:00,07:33:26
VLG32HM,LEVX,D,VLG,A20N,EC-NAJ,07:20:00,07:34:35
VLG61PM,LIRF,D,VLG,A320,EC-LOB,07:20:00,07:37:30
VLG18AN,EKCH,D,VLG,A320,EC-MCU,07:20:00,07:38:31
RYR183D,LEPA,A,RYR,B738,EI-DYD,07:25:00,07:20:34
VLG20AF,LEGR,D,VLG,A321,EC-MHA,07:30:00,07:36:01
VLG84EL,LPPR,D,VLG,A320,EC-MEL,07:30:00,07:40:03
VLG7310,LEMD,D,VLG,A320,EC-MVM,07:30:00,07:53:10
QTR137,OTHH,A,TAM,A359,A7-AMA,07:35:00,07:06:39
CPA321,VHHH,A,CPA,A35K,B-LXE,07:35:00,07:32:58
VLG2WB,EGKK,D,VLG,A321,EC-MRF,07:35:00,07:35:33
VLG8MZ,LEBB,D,VLG,A320,EC-LLJ,07:35:00,07:48:07
VLG33F,LIMC,D,VLG,A20N,EC-NAZ,07:40:00,07:41:52
VLG65GP,LIRN,D,VLG,A320,EC-MXG,07:40:00,07:49:35
EJU62FP,LFSB,D,EZY,A320,OE-IZW,07:40:00,08:09:25
UAL140,KIAD,A,UAL,B764,N66056,07:45:00,07:36:57
IBE0630,LEMD,A,IBE,A321,EC-JGS,07:45:00,07:44:10
VLG2XX,LOWW,D,VLG,A20N,EC-NCG,07:45:00,08:06:38
AEA6006,LEPA,A,AEA,B738,EC-III,07:50:00,07:31:37
VLG48PE,LFBD,D,VLG,A320,EC-MXP,07:50:00,07:54:09
VLG1512,LFML,D,VLG,A320,EC-MBK,07:50:00,07:54:41
VLG86TM,LKPR,D,VLG,A320,EC-MVD,07:50:00,07:59:10
RYR1E,GMMX,D,RYR,B738,EI-DLD,07:50:00,08:10:31
VLG91UB,LEPA,A,VLG,A320,EC-LQK,07:55:00,07:40:40
SQP741,UKBB,A,SQP,B738,UR-SQH,07:55:00,07:55:23
DLH02K,EDDM,D,DLH,A320,D-AIQT,07:55:00,08:22:47
RYR6362,LEPA,D,RYR,B738,EI-DYD,08:00:00,08:03:06
IBK6LE,EFHK,D,NAX,B738,EI-FVY,08:00:00,08:09:50
VLG74TG,GCXO,D,VLG,A20N,EC-NCS,08:00:00,08:15:43
IBE0801,LEMD,D,IBE,A321,EC-IXD,08:00:00,08:15:49
DLH25E,EDDF,D,DLH,A321,D-AIRS,08:00:00,08:16:37
VLG71GZ,GCLA,D,VLG,A20N,EC-NEA,08:00:00,08:22:02
RYR2GX,LIPE,A,RYR,B738,EI-EKH,08:05:00,07:56:39
EJU67YH,LIMC,A,ART,A320,ES-SAS,08:05:00,08:01:24
LDM96D,LOWW,A,LDM,A320,OE-IBJ,08:05:00,08:03:43
VLG1311,LEAL,A,VLG,A320,EC-JTR,08:10:00,07:49:44
TRA89A,EHAM,A,TRA,B738,PH-HSF,08:10:00,08:05:35
VLG242N,LFPG,D,VLG,A321,EC-MHB,08:10:00,08:10:55
VLG14GL,LEBB,A,VLG,A320,EC-MFN,08:10:00,08:11:17
EJU79AN,EGGD,D,EZY,A320,OE-ICR,08:10:00,08:32:17
RYR6397,LEZL,A,RYR,B738,EI-FTD,08:15:00,07:56:11
VLG80XK,LFPO,D,VLG,A20N,EC-NCU,08:20:00,08:27:09
IBK5PH,EGKK,D,NAX,B738,EI-GBF,08:20:00,08:34:10
RYR6QA,GCXO,D,RYR,B738,EI-FOG,08:20:00,08:40:03
EWG4CK,EDDS,A,EWG,A319,OK-REQ,08:25:00,08:12:01
VLG22TQ,LEZL,A,VLG,A320,EC-LAA,08:25:00,08:32:14
VLG21AL,LEMG,A,VLG,A320,EC-KLB,08:25:00,08:34:19
IBE0831,LEMD,D,IBE,A321,EC-JGS,08:30:00,08:34:24
DLH22A,EDDM,A,DLH,A320,D-AIWF,08:30:00,08:39:23
BEL6BC,EBBR,A,BEL,A320,OO-TCH,08:35:00,08:18:49
VLG3923,LEPA,A,VLG,A20N,EC-NFI,08:35:00,08:22:30
EWG5B,LOWW,A,EWG,A320,D-ABFP,08:35:00,08:31:57
VLG41SB,LEST,A,VLG,A320,EC-KCU,08:35:00,08:35:01
WZZ161,LHBP,A,WZZ,A21N,HA-LVE,08:40:00,08:35:46
VLG39ZS,LEPA,D,VLG,A320,EC-LQK,08:40:00,08:40:14
RYR5QH,LIPE,D,RYR,B738,EI-EKH,08:40:00,08:42:37
EJU68LP,LIMC,D,ART,A320,ES-SAS,08:40:00,08:43:25
AEA52UP,LEPA,D,AEA,B738,EC-III,08:40:00,08:47:41
VLG3NF,LECO,A,VLG,A320,EC-MER,08:45:00,08:24:12
SIA378,LIMC,A,SIA,A359,9V-SMQ,08:45:00,08:29:04
IBE0730,LEMD,A,IBE,A321,EC-HUH,08:45:00,08:41:02
EWG47Y,EDDL,A,EWG,A320,D-AEWJ,08:45:00,08:46:04
DAL194,KATL,A,DAL,B764,N845MH,08:45:00,08:48:42
SQP742,UKBB,D,SQP,B738,UR-SQH,08:45:00,09:04:15
SWR198F,LSZH,A,SWR,A321,HB-IOC,08:50:00,08:36:27
VLG70AR,LFPO,A,VLG,A321,EC-MMU,08:50:00,08:48:17
RYR39AJ,LEZL,D,RYR,B738,EI-FTD,08:50:00,08:52:18
QTR19LJ,OTHH,D,TAM,A359,A7-AMA,08:50:00,09:15:26
VLG691Z,LIRF,A,VLG,A20N,EC-MZT,08:55:00,08:43:18
VLG15NT,LEAS,A,VLG,A320,EC-KJD,08:55:00,08:44:08
AEA7701,LEMD,A,AEA,A332,EC-JZL,08:55:00,08:45:07
EJU76LR,LIRN,A,EZY,A319,OE-LQN,08:55:00,08:52:29
VLG4TZ,LEBB,D,VLG,A320,EC-MFN,08:55:00,08:55:36
VLG39PB,LEPA,A,VLG,A320,EC-MBF,08:55:00,08:57:11
TRA132K,EHAM,D,TRA,B738,PH-HSF,08:55:00,08:58:30
VLG48SG,LEAL,D,VLG,A320,EC-JTR,08:55:00,09:12:24
AAL742,KPHL,A,AAL,A332,N283AY,09:00:00,08:37:47
TRA90B,EHRD,A,TRA,B737,PH-XRD,09:00:00,08:46:01
UAL120,KEWR,A,UAL,B78X,N12005,09:00:00,08:49:35
SQP747,UKHH,A,SQP,B738,UR-SQF,09:00:00,08:51:31
RYR7XM,EDDB,A,RYR,B738,EI-EMF,09:00:00,09:02:39
LDM68JT,LOWW,D,LDM,A320,OE-IBJ,09:00:00,09:08:30
VLG5PK,LEMD,D,VLG,A20N,EC-NFH,09:00:00,09:11:47
EWG520,EDDK,A,EWG,A320,D-AEUD,09:05:00,08:53:05
EWG2HC,EDDS,D,EWG,A319,OK-REQ,09:05:00,09:15:41
VLG7460,LEMD,A,VLG,A320,EC-LOP,09:05:00,09:15:42
VLG14ZU,LEBB,A,VLG,A320,EC-KRH,09:10:00,08:33:56
AFR17BY,LFPG,A,AFR,A320,F-GKXV,09:10:00,08:50:53
TAP1030,LPPR,A,TAP,A319,CS-TTE,09:10:00,08:53:19
AAL112,KMIA,A,AAL,B772,N761AJ,09:10:00,08:59:29
TAM8114,SBGR,A,TAM,B763,PT-MOD,09:10:00,09:05:09
VLG22UL,LEZL,D,VLG,A320,EC-LAA,09:10:00,09:14:41
VLG21CM,LEMG,D,VLG,A320,EC-KLB,09:10:00,09:14:55
IBE0800,LEMD,A,IBE,A321,EC-JZM,09:15:00,08:46:31
EWG7TJ,LOWW,D,EWG,A320,D-ABFP,09:15:00,09:21:47
DLH32K,EDDM,D,DLH,A320,D-AIWF,09:15:00,09:30:06
BAW472,EGLL,A,BAW,A320,G-EUYM,09:20:00,08:54:35
RYR8HR,LPPR,A,RYR,B738,EI-FIP,09:20:00,08:57:33
EJU81EU,LFPG,A,EZY,A320,OE-INP,09:20:00,09:18:55
VLG5XZ,LEST,D,VLG,A320,EC-KCU,09:20:00,09:22:12
FOO884E,EHAM,A,FOO,A321,OE-LCR,09:20:00,09:22:55
RYR8ST,LIMF,D,RYR,B738,EI-DLC,09:20:00,09:23:23
VLG35JE,LEIB,D,VLG,A320,EC-MKO,09:20:00,09:36:02
WZZ3EX,LHBP,D,WZZ,A21N,HA-LVE,09:20:00,09:42:02
VLG22FC,LEZL,A,VLG,A320,EC-MAH,09:25:00,08:55:35
BEL96C,EBBR,D,BEL,A320,OO-TCH,09:25:00,09:37:25
VLG39VW,LEPA,D,VLG,A20N,EC-NFI,09:25:00,09:40:10
RYR75KC,LEIB,A,RYR,B738,EI-DPW,09:30:00,09:04:03
VLG12HG,LECO,D,VLG,A320,EC-MVE,09:30:00,09:36:13
VLG7477,DAAG,A,VLG,A320,EC-KHN,09:30:00,09:36:23
EJU23ZC,LIRN,D,EZY,A319,OE-LQN,09:30:00,09:38:29
EWG6VU,EDDL,D,EWG,A320,D-AEWJ,09:30:00,09:59:05
IBE0931,LEMD,D,IBE,A321,EC-HUH,09:30:00,09:59:46
DLH11Y,EDDF,A,DLH,A321,D-AISH,09:35:00,09:07:35
EIN6XA,EICK,A,EIN,A320,EI-DEO,09:35:00,09:13:48
VLG63QS,LEPA,A,VLG,A321,EC-MLM,09:35:00,09:26:41
VLG80EQ,LFPO,D,VLG,A321,EC-MMU,09:35:00,09:40:39
VLG75BB,LEIB,A,VLG,A20N,EC-NAF,09:35:00,09:43:31
RYR1DN,EDDB,D,RYR,B738,EI-EMF,09:35:00,09:45:09
VLG248X,LESO,A,VLG,A319,EC-NGB,09:35:00,09:48:55
AAL113,KMIA,D,AAL,B772,N767AJ,09:40:00,09:48:20
VLG61ZZ,LIRF,D,VLG,A20N,EC-MZT,09:40:00,09:48:46
TRA11R,EHRD,D,TRA,B737,PH-XRD,09:40:00,09:49:25
SWR195N,LSZH,D,SWR,A321,HB-IOC,09:40:00,09:58:42
VLG37LX,LEMH,D,VLG,A320,EC-KJD,09:40:00,09:59:07
RYR95VX,EGCC,A,RYR,B738,EI-GJG,09:45:00,09:24:39
TGZ737,UGTB,A,TGZ,E190,4L-TGU,09:45:00,09:25:58
RYR2UB,EIDW,A,RYR,B738,EI-EBA,09:45:00,09:30:44
EWG521,EDDK,D,EWG,A320,D-AEUD,09:45:00,09:45:24
VLG2LU,LEMH,A,VLG,A20N,EC-NBA,09:45:00,09:47:21
VLG9450,LEMD,D,VLG,A320,EC-LOP,09:45:00,10:09:22
IBE0830,LEMD,A,IBE,A320,EC-IEF,09:50:00,09:26:04
VLG13ME,LEAL,A,VLG,A20N,EC-NCF,09:50:00,10:00:17
EJU68YB,EDDB,A,EZY,A319,OE-LKL,09:55:00,09:27:42
EZY25WL,EGMC,A,EZY,A20N,G-UZHF,09:55:00,09:52:12
VLG83BZ,LEBB,D,VLG,A320,EC-KRH,09:55:00,09:55:41
TAP1033,LPPR,D,TAP,A319,CS-TTE,09:55:00,09:58:33
RYR8PC,LPPR,D,RYR,B738,EI-FIP,09:55:00,10:05:39
EJU27DA,LFPG,D,EZY,A320,OE-INP,09:55:00,10:17:43
THY9RV,LTFM,A,THY,A333,TC-JOF,10:00:00,09:58:32
VLG6332,LIMC,D,VLG,A320,EC-MBF,10:00:00,10:06:32
IBE10HD,LEMD,D,IBE,A321,EC-JZM,10:00:00,10:10:07
VLG14QM,LEBB,A,VLG,A320,EC-LRY,10:05:00,09:47:51
ROU1914,CYYZ,A,ROU,B763,C-GEOQ,10:05:00,09:50:10
FIN6RM,EFHK,A,FIN,A321,OH-LZU,10:05:00,10:05:18
RYR7RW,LIRN,D,RYR,B738,EI-DPW,10:05:00,10:16:08
AFR67HE,LFPG,D,AFR,A320,F-GKXV,10:05:00,10:18:01
FOO8319,EHAM,D,FOO,A321,OE-LCR,10:05:00,10:26:31
RYR215Q,LIME,A,RYR,B738,EI-ESW,10:10:00,09:58:42
VLG27RR,LIPE,A,VLG,A320,EC-MBD,10:10:00,10:06:45
SIA377,LIMC,D,SIA,A359,9V-SMQ,10:10:00,10:15:38
BAW473,EGLL,D,BAW,A320,G-EUYM,10:10:00,10:17:03
VLG22EA,LEZL,D,VLG,A320,EC-JYX,10:10:00,10:20:02
EZY15FU,EGGW,A,EZY,A319,G-EZBH,10:15:00,10:03:33
EJU39QP,LSGG,A,EZY,A320,OE-IZD,10:15:00,10:04:00
EIN87H,EICK,D,EIN,A320,EI-DEO,10:15:00,10:27:58
VLG69AJ,LEAM,D,VLG,A320,EC-KHN,10:15:00,10:28:27
VLG267S,LEMD,A,VLG,A320,EC-KDX,10:20:00,09:50:19
KLM85J,EHAM,A,KLM,B738,PH-BCH,10:20:00,10:10:10
EIN562P,EIDW,A,EIN,A320,EI-GAM,10:20:00,10:12:07
EZY27MQ,EGGP,A,EZY,A320,G-EZUS,10:20:00,10:12:36
RYR70TT,EGPH,A,RYR,B738,EI-GSG,10:20:00,10:16:35
VLG24YL,GCRR,D,VLG,A321,EC-MLM,10:20:00,10:24:34
RYR6GA,EGCC,D,RYR,B738,EI-GJG,10:20:00,10:28:08
RYR65TB,EIDW,D,RYR,B738,EI-EBA,10:20:00,10:29:38
VLG189L,EDDV,D,VLG,A320,EC-LZN,10:20:00,10:30:25
VLG6012,LIEA,D,VLG,A320,EC-MAI,10:20:00,10:33:52
VLG902H,LEGR,D,VLG,A320,EC-MER,10:20:00,10:52:20
VLG15LB,LEAS,A,VLG,A320,EC-JSY,10:30:00,10:11:12
RYR70RV,LIRF,A,RYR,B738,EI-DLE,10:30:00,10:28:03
DAL195,KATL,D,DAL,B764,N845MH,10:30:00,10:32:40
EZY21RW,EGMC,D,EZY,A20N,G-UZHF,10:30:00,10:34:10
EJU15CR,EDDB,D,EZY,A319,OE-LKL,10:30:00,10:34:17
VLG26JP,GCFV,D,VLG,A20N,EC-NBA,10:30:00,10:45:04
DLH09H,EDDF,D,DLH,A321,D-AISH,10:30:00,10:55:42
VLG14SD,LEBB,A,VLG,A320,EC-LLJ,10:35:00,10:08:28
VLG52MY,LICJ,A,VLG,A320,EC-KDG,10:35:00,10:08:55
VLG15AW,LFMN,A,VLG,A320,EC-LVT,10:35:00,10:30:29
DAL476,KJFK,A,DAL,B764,N843MH,10:35:00,10:33:41
VLG60VC,LIRQ,A,VLG,A319,EC-MGF,10:35:00,10:44:13
VLG58RP,LFLL,D,VLG,A20N,EC-NCF,10:35:00,10:59:13
RYR58K,LIPZ,A,RYR,B738,EI-DPY,10:40:00,10:22:29
EZY32GY,EGKK,A,EZY,A319,G-EZFW,10:40:00,10:30:19
ROT421U,LROP,A,ROT,B737,YR-BGI,10:40:00,10:40:09
IBE0930,LEMD,A,IBE,A320,EC-IZH,10:45:00,10:30:26
VLG42YX,LEZL,A,VLG,A320,EC-LVU,10:45:00,10:38:11
RYR2KM,LFOB,A,RYR,B738,EI-DYC,10:45:00,10:41:06
ETD35Q,OMAA,D,ETD,B789,A6-BLX,10:45:00,10:55:07
VLG1519,LFML,A,VLG,A320,EC-MBK,10:50:00,10:39:32
BAW478S,EGLL,A,BAW,A320,G-TTOE,10:50:00,10:40:49
EZY89ZM,EGGW,D,EZY,A319,G-EZBH,10:50:00,10:50:47
AZA2TW,LIRF,A,AZA,A320,I-BIKD,10:50:00,11:00:28
EJU27UC,LFMN,D,EZY,A320,OE-IZD,10:50:00,11:01:06
RYR6RP,EGSS,D,RYR,B738,EI-ESW,10:50:00,11:10:11
VLG8037,LFPO,A,VLG,A320,EC-LVP,10:55:00,10:43:33
VLG2913,LFBD,A,VLG,A320,EC-MXP,10:55:00,10:54:15
RYR626E,EGPH,D,RYR,B738,EI-GSG,10:55:00,10:55:57
EZY45CQ,EGGP,D,EZY,A320,G-EZUS,10:55:00,11:09:48
TGZ738,UGTB,D,TGZ,E190,4L-TGU,10:55:00,11:14:42
RYR5LR,EBBR,A,RYR,B738,EI-GDY,11:00:00,10:45:50
AFL2638,UUEE,A,AFL,A321,VP-BES,11:00:00,10:47:35
DLH27U,EDDM,A,DLH,A319,D-AIBB,11:00:00,10:48:24
AEE710,LGAV,A,AEE,A321,SX-DNG,11:00:00,10:56:06
VLG3560,LEIB,D,VLG,A320,EC-MNZ,11:00:00,11:01:10
IBE11AT,LEMD,D,IBE,A320,EC-IEF,11:00:00,11:02:04
EIN5HM,EIDW,D,EIN,A320,EI-GAM,11:00:00,11:05:21
SDM6701,ULLI,A,SDM,A319,VQ-BAV,11:00:00,11:13:53
AEA6156,LEPA,A,AEA,B738,EC-III,11:05:00,10:53:33
VLG7365,GMTT,A,VLG,A320,EC-MUM,11:05:00,10:59:33
VLG9460,LEMD,A,VLG,A320,EC-MVM,11:05:00,11:00:24
RYR2ZG,LEXJ,D,RYR,B738,EI-DLE,11:05:00,11:23:24
VLG80MC,LFPO,D,VLG,A320,EC-JZI,11:05:00,11:27:55
KLM86N,EHAM,D,KLM,B738,PH-BCH,11:05:00,11:28:55
ANE8251,GEML,A,IBE,AT76,EC-LQV,11:10:00,10:40:34
VLG318M,LFPO,A,VLG,A320,EC-MAX,11:10:00,11:01:26
FIN7RT,EFHK,D,FIN,A321,OH-LZU,11:10:00,11:33:59
VLG21GU,LEMG,A,VLG,A321,EC-MOO,11:15:00,10:47:26
VLG30MJ,GCLP,A,VLG,A321,EC-MMH,11:15:00,11:06:52
VLG3744,LEMH,D,VLG,A320,EC-MBD,11:15:00,11:16:07
UAL121,KEWR,D,UAL,B78X,N12005,11:15:00,11:19:15
AAL67,KJFK,D,AAL,B772,N761AJ,11:15:00,11:19:34
VLG661B,LIEE,D,VLG,A320,EC-JSY,11:15:00,11:22:42
EZY57UT,EGKK,D,EZY,A319,G-EZFW,11:15:00,11:39:12
VLG15AC,GCXO,A,VLG,A320,EC-JGM,11:20:00,11:03:39
VLG20CG,LEGR,A,VLG,A321,EC-MHA,11:20:00,11:10:51
VLG25QJ,EDDH,D,VLG,A320,EC-LLJ,11:20:00,11:20:05
VLG60QY,LIRQ,D,VLG,A319,EC-MGF,11:20:00,11:43:06
AFR87VQ,LFPG,A,AFR,A321,F-GTAT,11:25:00,10:45:22
RYR1UE,LEMG,D,RYR,B738,EI-DPY,11:25:00,11:25:45
VLG1703,LEVX,A,VLG,A20N,EC-NAJ,11:30:00,11:07:01
VLG58QZ,LSZH,A,VLG,A320,EC-MFL,11:30:00,11:11:42
RYR2MQ,EGSS,A,RYR,B738,EI-DPM,11:30:00,11:21:22
EXS68ZM,EGCC,A,EXS,B738,G-DRTE,11:30:00,11:30:28
VLG14AH,LEBB,D,VLG,A320,EC-LVU,11:30:00,11:30:31
THY6AS,LTFM,D,THY,A333,TC-JOF,11:30:00,11:33:38
RYR86YD,GCTS,A,RYR,B738,EI-GDE,11:30:00,11:40:36
ROT422L,LROP,D,ROT,B737,YR-BGI,11:30:00,11:43:57
VLG74KB,LEZL,D,VLG,A320,EC-KDG,11:30:00,11:46:31
EJU83CN,LFSB,A,EZY,A320,OE-IZW,11:35:00,11:17:03
RYR3GG,EBCI,D,RYR,B738,EI-DYM,11:35:00,11:35:52
VLG87AB,EGBB,D,VLG,A20N,EC-NAF,11:35:00,11:43:37
DLH85N,EDDF,A,DLH,A321,D-AIDV,11:40:00,11:27:10
AZA077,LIRF,D,AZA,A320,I-BIKD,11:40:00,11:40:24
BAW479,EGLL,D,BAW,A320,G-TTOE,11:40:00,11:44:43
ANE8250,GEML,D,IBE,AT76,EC-LQV,11:40:00,11:49:42
VLG18KA,EDDT,D,VLG,A320,EC-MXP,11:40:00,11:49:56
VLG62AM,LFSB,D,VLG,A320,EC-LVP,11:40:00,12:03:32
VLG61WG,LIRF,A,VLG,A320,EC-LOB,11:45:00,11:26:38
VLG8477,LPPR,A,VLG,A320,EC-MEL,11:45:00,11:29:13
VLG64CC,LIPZ,A,VLG,A321,EC-MPV,11:45:00,11:34:04
ROU1915,CYYZ,D,ROU,B763,C-GEOQ,11:45:00,11:47:38
VLG39DL,LEPA,D,VLG,A320,EC-LQM,11:45:00,11:50:09
